ID, Category, Difficulty, FEN, Solution, GameLink, Date, Opening
650, Matto Mancato, Facile, 8/2q1bkp1/4R2p/p6r/3B4/1P1Q1N2/P4PP1/6K1 w - - 1 31, d3g6, https://www.chess.com/game/daily/780111349, 2025-02-27, Caro-Kann Defense
651, Tattica Generica, Facile, 8/p7/1k3r2/8/P7/1PRp2P1/1r4P1/3R1K2 w - - 6 41, f1g1, https://www.chess.com/game/daily/780111337, 2025-02-27, Caro-Kann Defense
652, Tattica Generica, Media, 3r1rk1/1ppqnpp1/1b1p1n1p/pP2p3/P1B1P1b1/BQPP1N2/3N1PPP/R4RK1 b - - 2 14, e7g6, https://www.chess.com/game/daily/770815047, 2025-02-08, Italian Game
653, Tattica Generica, Difficile, 3r1rk1/1Q3pp1/5nnp/p1qPp3/P1B5/2PP1N1P/5PP1/1R3RK1 b - - 0 21, e5e4, https://www.chess.com/game/daily/770815047, 2025-02-08, Italian Game
654, Tattica Generica, Media, r2q1rk1/ppp2ppp/4pn2/3pP3/1b1P4/2N1P2P/PPPBQ1P1/R4RK1 b - - 0 12, b4c3, https://www.chess.com/game/daily/771128537, 2025-02-09, D04
655, Forchetta, Media, r2q1rk1/1p2bppp/1n6/2p1Pb2/p1N1p3/1BP1B3/PP3PPP/R2Q1RK1 w - - 0 15, d1d8, https://www.chess.com/game/daily/761339391, 2025-01-21, Italian Game
656, Tattica Generica, Media, r1q1r1k1/1ppb1pp1/p1n4p/2bnp3/B3N3/P1PP1N1P/1P3PP1/R1BQR1K1 b - - 3 14, c5a7, https://www.chess.com/game/daily/761339469, 2025-01-21, Italian Game
657, Scoperta, Difficile, 1r4k1/3r1pp1/p6p/1p1N4/2pRPb2/8/PPP2PPP/4R1K1 w - - 2 26, d5f6, https://www.chess.com/game/daily/683213447, 2024-07-26, Italian Game
658, Tattica Generica, Difficile, 1r4k1/3R1pp1/p6p/1p6/2p1P3/8/PbP2PPP/4R1K1 w - - 0 29, e1d1, https://www.chess.com/game/daily/683213447, 2024-07-26, Italian Game
659, Tattica Generica, Difficile, 6k1/R4pp1/pr5p/1p6/2pbP3/8/P1P2PPP/1R4K1 w - - 4 31, b1d1, https://www.chess.com/game/daily/683213447, 2024-07-26, Italian Game
660, Tattica Generica, Media, 1R6/3R1ppk/5b1p/8/2p5/7P/2P1rPPK/8 w - - 5 38, h2g3, https://www.chess.com/game/daily/683213447, 2024-07-26, Italian Game
661, Tattica Generica, Media, 1R6/5Rpk/5b1p/8/2p5/7P/2P2rPK/8 w - - 0 39, h2g3, https://www.chess.com/game/daily/683213447, 2024-07-26, Italian Game
662, Tattica Generica, Media, r1q1r3/pp3p1k/2p1bbpp/4p3/1P2Pn1N/P1N3QP/2P1BPP1/3R1RK1 w - - 5 26, h4f3, https://www.chess.com/game/daily/685625303, 2024-08-02, Pirc Defense
663, Tattica Generica, Difficile, r1bqr1k1/1pp2ppp/1b3n2/pP6/P1B1Pn2/2P2N1P/1B1N1PP1/R2Q1RK1 w - - 1 15, e4e5, https://www.chess.com/game/daily/685625437, 2024-08-02, Italian Game
664, Tattica Generica, Difficile, r1b1r1k1/1pp2ppp/1b6/pP4qn/P1BNPn2/2P2Q2/1B1N1PPK/R3R3 w - - 2 19, e4e5, https://www.chess.com/game/daily/685625437, 2024-08-02, Italian Game
665, Tattica Generica, Difficile, r3r1k1/1p3pp1/1b5p/pPp3qn/P1BNPnb1/2P1Q1N1/1B3PPK/R3R3 w - c6 0 22, d4f3, https://www.chess.com/game/daily/685625437, 2024-08-02, Italian Game
666, Tattica Generica, Facile, r5k1/1p3pp1/1b2r2p/pPp3qn/P3Pn2/2P1Q1N1/1BN2PPK/R3R3 w - - 0 24, c3c4, https://www.chess.com/game/daily/685625437, 2024-08-02, Italian Game
667, Tattica Generica, Difficile, 8/pp3k1p/4p3/4p1P1/8/5K2/PPP4P/8 w - - 1 28, c2c4, https://www.chess.com/game/daily/683199405, 2024-07-26, C10
668, Tattica Generica, Media, 8/pp5p/4p1k1/6P1/4p1KP/8/PPP5/8 w - - 0 30, h4h5, https://www.chess.com/game/daily/683199405, 2024-07-26, C10
669, Tattica Generica, Difficile, r1b2rk1/ppp2ppp/1bnp1q2/4p3/3P4/2PBBN2/PP1Q1PPP/R4RK1 b - - 2 12, h7h6, https://www.chess.com/game/daily/682493711, 2024-07-24, Petrov's Defense
670, Scoperta, Media, r1b1r1k1/ppp2ppp/1bnp1q2/4p3/3PB3/2P1BN2/PP1Q1PPP/R4RK1 b - - 4 13, e5d4, https://www.chess.com/game/daily/682493711, 2024-07-24, Petrov's Defense
671, Tattica Generica, Media, r3r1k1/pppb1ppp/1bnp1q2/3Pp3/4B3/2P1BN2/PP1Q1PPP/R4RK1 b - - 0 14, b6e3, https://www.chess.com/game/daily/682493711, 2024-07-24, Petrov's Defense
672, Tattica Generica, Difficile, r3r1k1/5p1p/8/ppQ5/P2pP1q1/1P1P2P1/1B5P/R5K1 b - - 2 26, e8d8, https://www.chess.com/game/daily/675300519, 2024-07-03, English Opening
673, Tattica Generica, Media, r3r1k1/5p1p/8/p1Q5/P2pP1q1/3P2P1/1B5P/R5K1 b - - 0 27, e8d8, https://www.chess.com/game/daily/675300519, 2024-07-03, English Opening
674, Tattica Generica, Facile, 5rk1/5p1p/8/p1B1PQ2/P5r1/6P1/4q2P/5RK1 b - - 6 34, e2e4, https://www.chess.com/game/daily/675300519, 2024-07-03, English Opening
675, Tattica Generica, Media, r1bq1rk1/ppp2ppp/1bn1p3/3n4/1P1PpP2/P5P1/2P1N2P/R1BQKBNR b KQ - 3 11, c6d4, https://www.chess.com/game/daily/620860135, 2024-02-10, C15
676, Tattica Generica, Difficile, 4rr1k/np2q1pp/1b6/pPpQ1p2/P1P2P2/3BB1PN/5K1P/R3R3 b - - 8 25, e8d8, https://www.chess.com/game/daily/620860135, 2024-02-10, C15
677, Pezzo Appeso, Difficile, 4r2k/np2q1p1/1b3r1p/pPpQ1pN1/P1PB1P2/3B2P1/5K1P/R3R3 b - - 1 27, c5d4, https://www.chess.com/game/daily/620860135, 2024-02-10, C15
678, Forchetta, Difficile, r6r/1n1bk1p1/2pp1q1p/p2PpP1B/1PN3Qb/P3B3/5PPP/R4RK1 w - - 6 24, d5c6, https://www.chess.com/game/daily/618756375, 2024-02-05, Italian Game
679, Tattica Generica, Difficile, r6r/1n2k1p1/2pp1q1p/p2Ppb1B/1PN3Qb/P3B3/5PPP/1R3RK1 w - - 0 25, g4d1, https://www.chess.com/game/daily/618756375, 2024-02-05, Italian Game
680, Tattica Generica, Difficile, r6r/1n2k1p1/3p1b1p/p2pp2B/1PN5/P3B3/5PPP/1R4K1 w - - 0 28, c4b6, https://www.chess.com/game/daily/618756375, 2024-02-05, Italian Game
681, Tattica Generica, Difficile, r1bqr1k1/ppp2pb1/3p1n1p/2n5/3NP1p1/2N1QBB1/PPP2PPP/R4RK1 w - - 0 14, b2b4, https://www.chess.com/game/daily/618758369, 2024-02-05, Philidor Defense
682, Tattica Generica, Difficile, 4r1k1/pppb1p2/3p3p/2n5/6P1/6B1/q1r1BQPP/5RK1 w - - 0 26, f2f6, https://www.chess.com/game/daily/618758369, 2024-02-05, Philidor Defense
683, Tattica Generica, Facile, r4r2/2pq1pk1/p7/1p3PN1/2pPP1Q1/2P3B1/PP6/R5K1 b - - 0 25, f7f6, https://www.chess.com/game/daily/597021773, 2023-12-17, Spanish Game
684, Tattica Generica, Difficile, 1kr5/p1pRQp2/1pq4p/1N6/P1n5/1P3P2/2P3PP/2K5 b - - 0 24, c4e3, https://www.chess.com/game/daily/597021783, 2023-12-17, Scotch Game
685, Tattica Generica, Difficile, 1kr5/2pRQp2/pp4qp/8/P1PN4/5P2/2P3PP/2K5 b - - 0 26, h6h5, https://www.chess.com/game/daily/597021783, 2023-12-17, Scotch Game
686, Tattica Generica, Media, 4r3/1pp3bk/p5pp/3P1p2/P1B5/1P3Q2/2P2KPP/4r3 w - - 2 28, g2g3, https://www.chess.com/game/daily/570916505, 2023-10-08, Pirc Defense
687, Tattica Generica, Media, rq3rk1/2pn1ppp/4pn2/p2pN3/3P1P2/1QN5/PPP2PPP/R3K2R b KQ - 3 12, b8a7, https://www.chess.com/game/daily/569800033, 2023-10-05, Queen's Pawn Opening
688, Tattica Generica, Facile, k7/2R5/P7/1PK5/8/8/8/3r4 b - - 0 58, d1f1, https://www.chess.com/game/daily/562791737, 2023-09-17, Bishop's Opening
689, Pezzo Appeso, Difficile, r5k1/1p1q1p1p/3p2p1/2p1P1Nn/2P5/5Q2/5PPP/5RK1 b - - 1 21, d6e5, https://www.chess.com/game/daily/560559355, 2023-09-11, Spanish Game
690, Tattica Generica, Difficile, 3r2k1/5p1p/5qp1/2Q5/2P5/8/5PPP/5RK1 b - - 0 27, f6c3, https://www.chess.com/game/daily/560559355, 2023-09-11, Spanish Game
691, Tattica Generica, Difficile, r2r2k1/ppp3pp/2n2n2/2b1p1N1/2P5/7P/PP3PP1/RNBR2K1 w - - 1 15, b1c3, https://www.chess.com/game/daily/558769319, 2023-09-07, Italian Game
692, Tattica Generica, Difficile, r5k1/pppr2p1/2n2n1p/4p3/2P5/1P3N1P/P2b1PP1/RN3RK1 w - - 0 20, f3d2, https://www.chess.com/game/daily/558769319, 2023-09-07, Italian Game
693, Tattica Generica, Difficile, r3kbnr/ppp2ppp/3p1q2/3Pp2b/2B1P3/5N1P/PPP2PP1/R1BQK2R w KQkq - 1 9, g2g4, https://www.chess.com/game/daily/562795451, 2023-09-17, Italian Game
694, Tattica Generica, Difficile, r2q3r/2pkbppp/p2p1nb1/1p1Pp1B1/4P1P1/1B1Q1N1P/PPP2P2/2KRR3 w - - 3 17, c1b1, https://www.chess.com/game/daily/562795451, 2023-09-17, Italian Game
695, Tattica Generica, Difficile, r2q3r/2pkbpp1/p2p1nbp/1p1Pp1B1/4P1PP/1B1Q1N2/PPP2P2/2KRR3 w - - 0 18, g5f6, https://www.chess.com/game/daily/562795451, 2023-09-17, Italian Game
696, Tattica Generica, Facile, r1k4r/2p3p1/p2pP2p/1p1P3q/8/1B4Bb/PPP3Q1/1K1R1R2 w - - 1 34, g2h2, https://www.chess.com/game/daily/562795451, 2023-09-17, Italian Game
697, Tattica Generica, Difficile, r5r1/1kp1P3/p2p2pp/1p1P4/2P5/5bB1/PPB5/1K2R3 w - - 1 40, e1e3, https://www.chess.com/game/daily/562795451, 2023-09-17, Italian Game
698, Tattica Generica, Difficile, 8/1kp5/p2p4/1p1P3p/2P5/5br1/PP6/1K2R3 w - - 0 44, b2b3, https://www.chess.com/game/daily/562795451, 2023-09-17, Italian Game
699, Tattica Generica, Difficile, r4rk1/1pp1qpp1/p1p2nbp/4P3/1b4PB/2NP1N1P/PPP1QP2/R3K2R b KQ - 0 15, e7c5, https://www.chess.com/game/daily/552296633, 2023-08-20, Spanish Game
700, Scoperta, Difficile, r3q1k1/1ppb1pp1/pbn4p/3pN3/B2P4/B7/P1Q2PPP/4R1K1 w - - 2 20, e5f3, https://www.chess.com/game/daily/553603723, 2023-08-24, Italian Game
701, Tattica Generica, Media, 6k1/1p3p2/p1p2qpp/3p4/P2B4/1Q6/2b2PPP/6K1 w - - 0 31, b3b4, https://www.chess.com/game/daily/553603723, 2023-08-24, Italian Game
702, Tattica Generica, Difficile, 8/5p2/2p3kp/Q7/3p4/7P/pq4PK/8 w - - 0 49, a5c7, https://www.chess.com/game/daily/553603723, 2023-08-24, Italian Game
703, Tattica Generica, Difficile, r1bq1rk1/pppp1pp1/2n2n1p/2b1p1N1/2B1P2P/P1N5/1PPP1PP1/R1BQK2R b KQ - 0 7, d7d6, https://www.chess.com/game/daily/553352027, 2023-08-23, Italian Game
704, Tattica Generica, Facile, r1bq1rk1/pppp1pp1/2n2n2/2b1p1P1/2B1P3/P1N5/1PPP1PP1/R1BQK2R b KQ - 0 8, d7d5, https://www.chess.com/game/daily/553352027, 2023-08-23, Italian Game
705, Tattica Generica, Difficile, r1b1k1nr/3pqp2/2p4p/ppb3pN/3pP3/1B3Q2/PPPP1PPP/R1B2RK1 w kq - 2 13, a2a4, https://www.chess.com/game/daily/549150033, 2023-08-10, Spanish Game
706, Tattica Generica, Media, 6r1/R7/4bk2/8/Pp1p4/3Pn2P/1PP2K2/R7 w - - 3 41, a1g1, https://www.chess.com/game/daily/549150033, 2023-08-10, Spanish Game
707, Tattica Generica, Facile, 8/1b6/5k2/8/Pp1p1K2/3Pn2P/1PP3r1/R7 w - - 0 44, a1h1, https://www.chess.com/game/daily/549150033, 2023-08-10, Spanish Game
708, Tattica Generica, Facile, 8/8/b4k2/P7/Rp1p1K2/3P3P/1Pn3r1/8 w - - 0 46, h3h4, https://www.chess.com/game/daily/549150033, 2023-08-10, Spanish Game
709, Tattica Generica, Facile, 8/8/b4k2/P7/Rp1p4/3P1K1P/1Pnr4/8 w - - 2 47, h3h4, https://www.chess.com/game/daily/549150033, 2023-08-10, Spanish Game
710, Tattica Generica, Difficile, 8/8/5k2/Pb1K4/3p4/1p5P/RPnr4/8 w - - 0 50, a2a1, https://www.chess.com/game/daily/549150033, 2023-08-10, Spanish Game
711, Tattica Generica, Difficile, 2Rr4/3Pk1p1/4Pp1p/p3nP2/2P3P1/1P5P/6K1/3R4 b - - 0 44, e5d7, https://www.chess.com/game/daily/552296887, 2023-08-20, Italian Game
712, Tattica Generica, Facile, 2Rr4/3Pk3/4Pp1p/p1P1nP2/8/1P5P/6K1/3R4 b - - 0 46, e5d7, https://www.chess.com/game/daily/552296887, 2023-08-20, Italian Game
713, Tattica Generica, Difficile, 3rk1r1/p2q1p2/Qpb2p1p/2p5/8/2P1B1P1/PP1N1P1P/R4RK1 w - - 1 22, a1e1, https://www.chess.com/game/daily/549396617, 2023-08-11, Italian Game
714, Tattica Generica, Difficile, 3rk1r1/p4p2/1pb2p1p/2p5/2Q5/2P1B1Pq/PP1N1P1P/R4RK1 w - - 3 23, d2e4, https://www.chess.com/game/daily/549396617, 2023-08-11, Italian Game
715, Tattica Generica, Media, 8/p7/1p3R2/4k2p/2P1P3/2P1B1K1/r7/8 w - - 1 43, f6f4, https://www.chess.com/game/daily/549396617, 2023-08-11, Italian Game
716, Tattica Generica, Difficile, 8/p7/1p5R/7p/2P1k3/2P1B1K1/r7/8 w - - 0 44, e3d4, https://www.chess.com/game/daily/549396617, 2023-08-11, Italian Game
717, Tattica Generica, Media, 8/p7/1p6/2P1R3/8/2k3K1/r7/8 w - - 0 47, c5c6, https://www.chess.com/game/daily/549396617, 2023-08-11, Italian Game
718, Tattica Generica, Difficile, 8/p7/1p6/2P5/3k4/4R1K1/r7/8 w - - 2 48, e3e7, https://www.chess.com/game/daily/549396617, 2023-08-11, Italian Game
719, Tattica Generica, Facile, 8/8/p4B2/kpp5/2r4P/6p1/P3R1P1/5K2 w - - 2 37, e2e3, https://www.chess.com/game/daily/549396653, 2023-08-11, Italian Game
720, Tattica Generica, Difficile, 8/8/p6P/1p2R3/1kp5/6p1/P6r/1K6 w - - 1 44, e5g5, https://www.chess.com/game/daily/549396653, 2023-08-11, Italian Game
721, Tattica Generica, Difficile, r2qk2r/pp2n1pp/2p2p2/b3p3/2b1P3/P1N1BN2/1PP2PPP/R2QR1K1 w kq - 1 14, b2b4, https://www.chess.com/game/daily/544436333, 2023-07-27, Italian Game
722, Tattica Generica, Media, r7/p5kp/bpnR1p2/2p1p1p1/P3q3/1P2BN2/2P2PPP/3Q2K1 w - - 4 27, f3d2, https://www.chess.com/game/daily/544436333, 2023-07-27, Italian Game
723, Pezzo Appeso, Difficile, r7/p2R3p/bp3p1k/2pQp1p1/Pn6/1P2BN1P/2q2PP1/6K1 w - - 3 30, d5a8, https://www.chess.com/game/daily/544436333, 2023-07-27, Italian Game
724, Pezzo Appeso, Media, r7/p2R3p/bp5k/2pQp1p1/Pn6/1P3N1P/2q2PP1/6K1 w - - 0 31, d5a8, https://www.chess.com/game/daily/544436333, 2023-07-27, Italian Game
725, Tattica Generica, Difficile, r6k/p2Q2qp/1p6/2p1N1P1/Pn6/1P6/5PP1/6K1 w - - 1 37, e5f7, https://www.chess.com/game/daily/544436333, 2023-07-27, Italian Game
726, Tattica Generica, Media, 5rqk/p6p/1p2Q3/2p1N1P1/Pn6/1P6/5PP1/6K1 w - - 5 39, e6d6, https://www.chess.com/game/daily/544436333, 2023-07-27, Italian Game
727, Tattica Generica, Difficile, 6k1/p4pp1/1p5p/2b5/4rPPK/1BPr3P/P7/R4R2 b - - 4 31, e4f4, https://www.chess.com/game/daily/538212149, 2023-07-08, Italian Game
728, Tattica Generica, Difficile, 6k1/p3bpp1/1p6/6p1/4rPK1/1BPr3P/P7/R4R2 b - - 1 33, g7g6, https://www.chess.com/game/daily/538212149, 2023-07-08, Italian Game
729, Matto Mancato, Facile, 6k1/p3bpp1/1p6/5KP1/8/1Br1r2P/P7/R4R2 b - - 0 35, g7g6, https://www.chess.com/game/daily/538212149, 2023-07-08, Italian Game
730, Tattica Generica, Difficile, 6k1/p3bpp1/1p6/2r3P1/5K2/1B2r2P/P7/R4R2 b - - 2 36, e7g5, https://www.chess.com/game/daily/538212149, 2023-07-08, Italian Game
731, Tattica Generica, Difficile, 6k1/p3bRp1/1p6/2r3P1/6K1/1Br5/P7/R7 b - - 0 38, c3b3, https://www.chess.com/game/daily/538212149, 2023-07-08, Italian Game
732, Tattica Generica, Facile, 8/p5pk/1p6/6K1/8/1Br5/P7/R7 b - - 0 41, c3c5, https://www.chess.com/game/daily/538212149, 2023-07-08, Italian Game
733, Tattica Generica, Facile, 8/6pk/1p6/p5K1/8/1Br5/P7/1R6 b - - 1 42, c3c5, https://www.chess.com/game/daily/538212149, 2023-07-08, Italian Game
734, Tattica Generica, Difficile, r1b1r1k1/ppp2pp1/3p3p/3Pb3/P6B/3B3P/2P2PP1/1R3RK1 b - - 0 16, e5d4, https://www.chess.com/game/daily/500926919, 2023-04-08, Center Game
735, Tattica Generica, Difficile, r3r1k1/2pb1pp1/1p1p3p/p2Pb3/P1P4B/7P/2B2PP1/1R2R1K1 b - - 3 19, g7g5, https://www.chess.com/game/daily/500926919, 2023-04-08, Center Game
736, Tattica Generica, Difficile, r3r1k1/3b1pp1/1p1p3p/p2Bb3/P1P4B/7P/5PP1/1R2R1K1 b - - 0 21, a8b8, https://www.chess.com/game/daily/500926919, 2023-04-08, Center Game
737, Tattica Generica, Media, 2r3k1/3bBpp1/1R1p3p/p2Bb3/P1P5/7P/5PP1/4K3 b - - 2 25, c8e8, https://www.chess.com/game/daily/500926919, 2023-04-08, Center Game
738, Tattica Generica, Difficile, 4r1k1/5pp1/1R1B3p/p2Pb3/P7/7P/5PP1/5K2 b - - 2 28, e5d6, https://www.chess.com/game/daily/500926919, 2023-04-08, Center Game
739, Pezzo Appeso, Facile, 8/8/1R6/P2P4/r6k/4BKbP/8/8 b - - 4 44, h4h3, https://www.chess.com/game/daily/500926919, 2023-04-08, Center Game
740, Pezzo Appeso, Difficile, 8/8/1R1P4/r7/7k/4BKbP/8/8 b - - 0 45, h4h3, https://www.chess.com/game/daily/500926919, 2023-04-08, Center Game
741, Pezzo Appeso, Facile, r7/3P4/1R6/8/7k/4BKbP/8/8 b - - 0 46, h4h3, https://www.chess.com/game/daily/500926919, 2023-04-08, Center Game
742, Tattica Generica, Difficile, 2r2rk1/pp1bbppp/1q1p1n2/2pP2B1/3pP3/P1N5/1PPQBPPP/1R3RK1 w - - 0 13, g5f6, https://www.chess.com/game/daily/501317307, 2023-04-09, Sicilian Defense
743, Tattica Generica, Difficile, r4rk1/ppp2pp1/2npqn1p/2b1p3/4P2B/2PP1N1P/PP1N1PP1/R2Q1RK1 b - - 1 11, a7a5, https://www.chess.com/game/daily/492016763, 2023-03-20, Italian Game
744, Tattica Generica, Media, 1r3rk1/p1p2pp1/2n1qn1p/8/2pPP3/5NBP/P1Q2PP1/R3R1K1 b - - 0 19, c6b4, https://www.chess.com/game/daily/492016763, 2023-03-20, Italian Game
745, Tattica Generica, Facile, 2Q5/p2P1kp1/8/n6p/P2qN3/5P1P/6P1/5K2 b - - 0 37, d4d3, https://www.chess.com/game/daily/492016763, 2023-03-20, Italian Game
746, Tattica Generica, Difficile, 5Q2/1kp3p1/1p5p/p2pq3/P7/1P5P/5PP1/6K1 w - - 2 32, g2g4, https://www.chess.com/game/daily/492016419, 2023-03-20, Italian Game
747, Tattica Generica, Media, 8/2k5/1p6/p7/Pqp1Q3/3p3P/5PPK/8 w - - 2 39, e4h7, https://www.chess.com/game/daily/492016419, 2023-03-20, Italian Game
748, Tattica Generica, Difficile, r1bqr1k1/p3bpp1/1pn2n1p/1B1p4/3P3B/2N2N2/PP1Q1PPP/R4RK1 b - - 1 13, c8d7, https://www.chess.com/game/daily/492117151, 2023-03-20, Queen's Gambit
749, Tattica Generica, Difficile, r3r1k1/p1q2pp1/bpB4p/4N1b1/3PpB2/8/PP1Q1PPP/2R1R1K1 b - - 3 20, e8e5, https://www.chess.com/game/daily/492117151, 2023-03-20, Queen's Gambit
750, Tattica Generica, Difficile, r3r1k1/p1q3p1/bpB2p1p/4N1B1/3Pp3/8/PP1Q1PPP/2R1R1K1 b - - 0 21, c7d8, https://www.chess.com/game/daily/492117151, 2023-03-20, Queen's Gambit
751, Tattica Generica, Difficile, rn1q1rk1/pbpp1ppp/1p2pn2/6B1/1b1PP3/2NB4/PPP2PPP/R2QK1NR w KQ - 8 7, e4e5, https://www.chess.com/game/daily/485338723, 2023-03-04, French Defense
752, Tattica Generica, Difficile, rn1q1rk1/pbp2ppp/1p2pn2/3p2B1/1b1PP3/2NB1N2/PPP2PPP/R2QK2R w KQ - 0 8, e4e5, https://www.chess.com/game/daily/485338723, 2023-03-04, French Defense
753, Tattica Generica, Media, rn1q1rk1/pbp2ppp/1p2pn2/3p2B1/3PP3/2bB1N2/PPP2PPP/R2Q1RK1 w - - 0 9, e4e5, https://www.chess.com/game/daily/485338723, 2023-03-04, French Defense
754, Tattica Generica, Difficile, r1b2rk1/pppq1ppp/2n1pn2/2Pp4/3P4/P1NBPN2/1P3PPP/R2QK2R b KQ - 2 10, d7e7, https://www.chess.com/game/daily/485338699, 2023-03-04, Queen's Gambit
755, Tattica Generica, Difficile, r1b2rk1/p1pq1ppp/2n2n2/1BPpp3/8/P1N1PN2/1P3PPP/R2Q1RK1 b - - 1 13, d7e6, https://www.chess.com/game/daily/485338699, 2023-03-04, Queen's Gambit
756, Tattica Generica, Difficile, 3r2k1/3r1ppp/2p1q3/p2p4/N7/P3PQ1P/1P1R1PP1/6K1 b - - 0 28, e6e7, https://www.chess.com/game/daily/485338699, 2023-03-04, Queen's Gambit
757, Pezzo Appeso, Media, 3r2k1/3N1ppp/2p5/p7/2qp4/P3PQ1P/1P1R1PP1/6K1 b - - 0 30, d8d7, https://www.chess.com/game/daily/485338699, 2023-03-04, Queen's Gambit
758, Tattica Generica, Difficile, 6k1/3r1ppp/2p5/p7/3P4/P6P/1P3PP1/3R2K1 b - - 0 33, d7b7, https://www.chess.com/game/daily/485338699, 2023-03-04, Queen's Gambit
759, Tattica Generica, Difficile, 8/5ppp/2k5/p1p5/P7/3K3P/1P3PP1/8 b - - 0 41, c6d5, https://www.chess.com/game/daily/485338699, 2023-03-04, Queen's Gambit
760, Tattica Generica, Media, 8/7p/6p1/p1pk1p2/P7/1P1K1PPP/8/8 b - - 0 44, g6g5, https://www.chess.com/game/daily/485338699, 2023-03-04, Queen's Gambit
